replica,arrivals,deadlines,indicador,x,y,profits,ready_times,service_times
0,31606.0,61200.0,True,9507.3388671875,13132.943359375,1.0,31606.0,180.0
0,31648.0,43348.0,False,13762.380859375,15357.0546875,2.0,32548.0,180.0
0,31780.0,61200.0,True,7257.931640625,15799.640625,1.0,31780.0,180.0
0,32103.0,43803.0,False,11218.43359375,17415.33984375,2.0,33003.0,180.0
0,32123.0,61200.0,True,9394.228515625,13648.3466796875,1.0,32123.0,180.0
0,32939.0,44639.0,False,10718.7041015625,11996.6025390625,2.0,33839.0,180.0
0,32961.0,44661.0,False,9320.7158203125,16271.27734375,2.0,33861.0,180.0
0,33315.0,45015.0,False,3631.3095703125,4045.327392578125,2.0,34215.0,180.0
0,33427.0,45127.0,False,14656.3974609375,1610.983154296875,2.0,34327.0,180.0
0,33457.0,61200.0,True,18009.47265625,5087.1982421875,1.0,33457.0,180.0
0,33837.0,45537.0,False,9138.6689453125,13446.541015625,2.0,34737.0,180.0
0,33881.0,61200.0,True,14120.9970703125,2510.386474609375,1.0,33881.0,180.0
0,34064.0,61200.0,True,16167.3701171875,15408.0791015625,1.0,34064.0,180.0
0,34076.0,45776.0,False,5474.1767578125,8613.185546875,2.0,34976.0,180.0
0,34421.0,46121.0,False,6315.18310546875,14024.966796875,2.0,35321.0,180.0
0,34542.0,46242.0,False,9343.388671875,14629.623046875,2.0,35442.0,180.0
0,35189.0,46889.0,False,6562.31591796875,7528.19140625,2.0,36089.0,180.0
0,35520.0,47220.0,False,8263.6123046875,15071.6767578125,2.0,36420.0,180.0
0,35800.0,47500.0,False,8797.71484375,14344.8095703125,2.0,36700.0,180.0
0,36839.0,61200.0,True,14834.9951171875,15431.2861328125,1.0,36839.0,180.0
0,36847.0,48547.0,False,12804.2666015625,15495.00390625,2.0,37747.0,180.0
0,36924.0,48624.0,False,9784.0341796875,2952.067138671875,2.0,37824.0,180.0
0,37176.0,61200.0,True,12833.0791015625,5313.353515625,1.0,37176.0,180.0
0,37352.0,49052.0,False,10498.0185546875,15994.099609375,2.0,38252.0,180.0
0,37411.0,49111.0,False,6818.17578125,4449.603515625,2.0,38311.0,180.0
0,37452.0,61200.0,True,12060.400390625,12020.1435546875,1.0,37452.0,180.0
0,37624.0,49324.0,False,9937.1171875,15102.3017578125,2.0,38524.0,180.0
0,37734.0,61200.0,True,13317.0888671875,14573.59375,1.0,37734.0,180.0
0,37839.0,49539.0,False,7248.3212890625,15959.833984375,2.0,38739.0,180.0
0,38567.0,50267.0,False,4977.8310546875,2919.122802734375,2.0,39467.0,180.0
