tiempo_s,u_rel
38810,0.07213114754098361
38811,0.07213114754098361
38812,0.07213114754098361
38813,0.07213114754098361
38814,0.07213114754098361
38815,0.07213114754098361
38816,0.07213114754098361
38817,0.07213114754098361
38818,0.07213114754098361
38819,0.07213114754098361
38820,0.07213114754098361
38821,0.07213114754098361
38822,0.07213114754098361
38823,0.07213114754098361
38824,0.07213114754098361
38825,0.07213114754098361
38826,0.07213114754098361
38827,0.07213114754098361
38828,0.07213114754098361
38829,0.07213114754098361
38830,0.07213114754098361
38831,0.07213114754098361
38832,0.07213114754098361
38833,0.07213114754098361
38834,0.07213114754098361
38835,0.07213114754098361
38836,0.07213114754098361
38837,0.07213114754098361
38838,0.07213114754098361
38839,0.07213114754098361
38840,0.07213114754098361
38841,0.07213114754098361
38842,0.07213114754098361
38843,0.07213114754098361
38844,0.07213114754098361
38845,0.07213114754098361
38846,0.07213114754098361
38847,0.07213114754098361
38848,0.07213114754098361
38849,0.07213114754098361
38850,0.07213114754098361
38851,0.07213114754098361
38852,0.07213114754098361
38853,0.07213114754098361
38854,0.07213114754098361
38855,0.07213114754098361
38856,0.07213114754098361
38857,0.07213114754098361
38858,0.07213114754098361
38859,0.07213114754098361
38860,0.07213114754098361
38861,0.07213114754098361
38862,0.07213114754098361
38863,0.07213114754098361
38864,0.07213114754098361
38865,0.07213114754098361
38866,0.07213114754098361
38867,0.07213114754098361
38868,0.07213114754098361
38869,0.07213114754098361
38870,0.07213114754098361
38871,0.07213114754098361
38872,0.07213114754098361
38873,0.07213114754098361
38874,0.07213114754098361
38875,0.07213114754098361
38876,0.07213114754098361
38877,0.07540983606557378
38878,0.07540983606557378
38879,0.07540983606557378
38880,0.07540983606557378
38881,0.07540983606557378
38882,0.07540983606557378
38883,0.07540983606557378
38884,0.07540983606557378
38885,0.07540983606557378
38886,0.07540983606557378
38887,0.07540983606557378
38888,0.07540983606557378
38889,0.07540983606557378
38890,0.07540983606557378
38891,0.07540983606557378
38892,0.07540983606557378
38893,0.07540983606557378
38894,0.07540983606557378
38895,0.07540983606557378
38896,0.07540983606557378
38897,0.07540983606557378
38898,0.07540983606557378
38899,0.07540983606557378
38900,0.07540983606557378
38901,0.07540983606557378
38902,0.07540983606557378
38903,0.07540983606557378
38904,0.07540983606557378
38905,0.07540983606557378
38906,0.07540983606557378
38907,0.07540983606557378
38908,0.07540983606557378
38909,0.07540983606557378
38910,0.07540983606557378
38911,0.07540983606557378
38912,0.07540983606557378
38913,0.07540983606557378
38914,0.07540983606557378
38915,0.07540983606557378
38916,0.07540983606557378
38917,0.07540983606557378
38918,0.07540983606557378
38919,0.07540983606557378
38920,0.07540983606557378
38921,0.07540983606557378
38922,0.07540983606557378
38923,0.07540983606557378
38924,0.07540983606557378
38925,0.07540983606557378
38926,0.07540983606557378
38927,0.07540983606557378
38928,0.07540983606557378
38929,0.07540983606557378
38930,0.07540983606557378
38931,0.07540983606557378
38932,0.07540983606557378
38933,0.07540983606557378
38934,0.07540983606557378
38935,0.07540983606557378
38936,0.07540983606557378
38937,0.07540983606557378
38938,0.07540983606557378
38939,0.07540983606557378
38940,0.07540983606557378
38941,0.07540983606557378
38942,0.07540983606557378
38943,0.07540983606557378
38944,0.07540983606557378
38945,0.07540983606557378
38946,0.07540983606557378
38947,0.07540983606557378
38948,0.07540983606557378
38949,0.07540983606557378
38950,0.07540983606557378
38951,0.07540983606557378
38952,0.07540983606557378
38953,0.07540983606557378
38954,0.07540983606557378
38955,0.07540983606557378
38956,0.07540983606557378
38957,0.07540983606557378
38958,0.07540983606557378
38959,0.07540983606557378
38960,0.07540983606557378
38961,0.07540983606557378
38962,0.07540983606557378
38963,0.07540983606557378
38964,0.07540983606557378
38965,0.07540983606557378
38966,0.07540983606557378
38967,0.07540983606557378
38968,0.07540983606557378
38969,0.07540983606557378
38970,0.07540983606557378
38971,0.07540983606557378
38972,0.07540983606557378
38973,0.07540983606557378
38974,0.07540983606557378
38975,0.07540983606557378
38976,0.07540983606557378
38977,0.07540983606557378
38978,0.07540983606557378
38979,0.07540983606557378
38980,0.07540983606557378
38981,0.07540983606557378
38982,0.07540983606557378
38983,0.07540983606557378
38984,0.07540983606557378
38985,0.07540983606557378
38986,0.07540983606557378
38987,0.07540983606557378
38988,0.07540983606557378
38989,0.07540983606557378
38990,0.07540983606557378
38991,0.07540983606557378
38992,0.07540983606557378
38993,0.07540983606557378
38994,0.07540983606557378
38995,0.07540983606557378
38996,0.07540983606557378
38997,0.07540983606557378
38998,0.07540983606557378
38999,0.07540983606557378
39000,0.07540983606557378
39001,0.07540983606557378
39002,0.07540983606557378
39003,0.07540983606557378
39004,0.07540983606557378
39005,0.07540983606557378
39006,0.07540983606557378
39007,0.07540983606557378
39008,0.07540983606557378
39009,0.07540983606557378
39010,0.07540983606557378
39011,0.07540983606557378
39012,0.07540983606557378
39013,0.07540983606557378
39014,0.07540983606557378
39015,0.07540983606557378
39016,0.07540983606557378
39017,0.07540983606557378
39018,0.07540983606557378
39019,0.07540983606557378
39020,0.07540983606557378
39021,0.07540983606557378
39022,0.07540983606557378
39023,0.07540983606557378
39024,0.07540983606557378
39025,0.07540983606557378
39026,0.07540983606557378
39027,0.07540983606557378
39028,0.07540983606557378
39029,0.07540983606557378
39030,0.07540983606557378
39031,0.07540983606557378
39032,0.07540983606557378
39033,0.07540983606557378
39034,0.07540983606557378
39035,0.07540983606557378
39036,0.07540983606557378
39037,0.07540983606557378
39038,0.07540983606557378
39039,0.07540983606557378
39040,0.07540983606557378
39041,0.07540983606557378
39042,0.07540983606557378
39043,0.07540983606557378
39044,0.07540983606557378
39045,0.07540983606557378
39046,0.07540983606557378
39047,0.07540983606557378
39048,0.07540983606557378
39049,0.07540983606557378
39050,0.07540983606557378
39051,0.07540983606557378
39052,0.07540983606557378
39053,0.07540983606557378
39054,0.07540983606557378
39055,0.07540983606557378
39056,0.07540983606557378
39057,0.07540983606557378
39058,0.07540983606557378
39059,0.07540983606557378
39060,0.07540983606557378
39061,0.07540983606557378
39062,0.07540983606557378
39063,0.07540983606557378
39064,0.07540983606557378
39065,0.07540983606557378
39066,0.07540983606557378
39067,0.07540983606557378
39068,0.07540983606557378
39069,0.07540983606557378
39070,0.07540983606557378
39071,0.07540983606557378
39072,0.07540983606557378
39073,0.07540983606557378
39074,0.07540983606557378
39075,0.07540983606557378
39076,0.07540983606557378
39077,0.07540983606557378
39078,0.07540983606557378
39079,0.07540983606557378
39080,0.07540983606557378
39081,0.07540983606557378
39082,0.07540983606557378
39083,0.07540983606557378
39084,0.07540983606557378
39085,0.07540983606557378
39086,0.07540983606557378
39087,0.07540983606557378
39088,0.07540983606557378
39089,0.07540983606557378
39090,0.07540983606557378
39091,0.07540983606557378
39092,0.07540983606557378
39093,0.07540983606557378
39094,0.07540983606557378
39095,0.07540983606557378
39096,0.07540983606557378
39097,0.07540983606557378
39098,0.07540983606557378
39099,0.07540983606557378
39100,0.07540983606557378
39101,0.07540983606557378
39102,0.07540983606557378
39103,0.07540983606557378
39104,0.07540983606557378
39105,0.07540983606557378
39106,0.07540983606557378
39107,0.07540983606557378
39108,0.07540983606557378
39109,0.07540983606557378
39110,0.07540983606557378
39111,0.07540983606557378
39112,0.07540983606557378
39113,0.07540983606557378
39114,0.07540983606557378
39115,0.07540983606557378
39116,0.07540983606557378
39117,0.07540983606557378
39118,0.07540983606557378
39119,0.07540983606557378
39120,0.07540983606557378
39121,0.07540983606557378
39122,0.07540983606557378
39123,0.07540983606557378
39124,0.07540983606557378
39125,0.07540983606557378
39126,0.07540983606557378
39127,0.07540983606557378
39128,0.07540983606557378
39129,0.07540983606557378
39130,0.07540983606557378
39131,0.07540983606557378
39132,0.07540983606557378
39133,0.07540983606557378
39134,0.07540983606557378
39135,0.07540983606557378
39136,0.07540983606557378
39137,0.07540983606557378
39138,0.07540983606557378
39139,0.07540983606557378
39140,0.07540983606557378
39141,0.07540983606557378
39142,0.07540983606557378
39143,0.07540983606557378
39144,0.07540983606557378
39145,0.07540983606557378
39146,0.07540983606557378
39147,0.07540983606557378
39148,0.07540983606557378
39149,0.07540983606557378
39150,0.07540983606557378
39151,0.07540983606557378
39152,0.07540983606557378
39153,0.07540983606557378
39154,0.07540983606557378
39155,0.07540983606557378
39156,0.07540983606557378
39157,0.07540983606557378
39158,0.07540983606557378
39159,0.07540983606557378
39160,0.07540983606557378
39161,0.07540983606557378
39162,0.07540983606557378
39163,0.07540983606557378
39164,0.07540983606557378
39165,0.07540983606557378
39166,0.07540983606557378
39167,0.07540983606557378
39168,0.07540983606557378
39169,0.07540983606557378
39170,0.07540983606557378
39171,0.07540983606557378
39172,0.07540983606557378
39173,0.07540983606557378
39174,0.07540983606557378
39175,0.07540983606557378
39176,0.07540983606557378
39177,0.07540983606557378
39178,0.07540983606557378
39179,0.07540983606557378
39180,0.07540983606557378
39181,0.07540983606557378
39182,0.07540983606557378
39183,0.07540983606557378
39184,0.07540983606557378
39185,0.07540983606557378
39186,0.07540983606557378
39187,0.07540983606557378
39188,0.07540983606557378
39189,0.07540983606557378
39190,0.07540983606557378
39191,0.07540983606557378
39192,0.07540983606557378
39193,0.07540983606557378
39194,0.07540983606557378
39195,0.07540983606557378
39196,0.07540983606557378
39197,0.07540983606557378
39198,0.07540983606557378
39199,0.07540983606557378
39200,0.07540983606557378
39201,0.07540983606557378
39202,0.07540983606557378
39203,0.07540983606557378
39204,0.07540983606557378
39205,0.07540983606557378
39206,0.07540983606557378
39207,0.07540983606557378
39208,0.07540983606557378
39209,0.07540983606557378
39210,0.07540983606557378
39211,0.07540983606557378
39212,0.07540983606557378
39213,0.07540983606557378
39214,0.07540983606557378
39215,0.07540983606557378
39216,0.07540983606557378
39217,0.07540983606557378
39218,0.07540983606557378
39219,0.07540983606557378
39220,0.07540983606557378
39221,0.07540983606557378
39222,0.07540983606557378
39223,0.07540983606557378
39224,0.07540983606557378
39225,0.07540983606557378
39226,0.07540983606557378
39227,0.07540983606557378
39228,0.07540983606557378
39229,0.07540983606557378
39230,0.07540983606557378
39231,0.07540983606557378
39232,0.07540983606557378
39233,0.07540983606557378
39234,0.07540983606557378
39235,0.07540983606557378
39236,0.07540983606557378
39237,0.07540983606557378
39238,0.07540983606557378
39239,0.07540983606557378
39240,0.07540983606557378
39241,0.07540983606557378
39242,0.07540983606557378
39243,0.07540983606557378
39244,0.07540983606557378
39245,0.07540983606557378
39246,0.07540983606557378
39247,0.07540983606557378
39248,0.07540983606557378
39249,0.07540983606557378
39250,0.07540983606557378
39251,0.07540983606557378
39252,0.07540983606557378
39253,0.07540983606557378
39254,0.07540983606557378
39255,0.07540983606557378
39256,0.07540983606557378
39257,0.07540983606557378
39258,0.07540983606557378
39259,0.07540983606557378
39260,0.07540983606557378
39261,0.07540983606557378
39262,0.07540983606557378
39263,0.07540983606557378
39264,0.07540983606557378
39265,0.07540983606557378
39266,0.07540983606557378
39267,0.07540983606557378
39268,0.07540983606557378
39269,0.07540983606557378
39270,0.07540983606557378
39271,0.07540983606557378
39272,0.07540983606557378
39273,0.07540983606557378
39274,0.07540983606557378
39275,0.07540983606557378
39276,0.07540983606557378
39277,0.07540983606557378
39278,0.07540983606557378
39279,0.07540983606557378
39280,0.07540983606557378
39281,0.07540983606557378
39282,0.07540983606557378
39283,0.07540983606557378
39284,0.07540983606557378
39285,0.07540983606557378
39286,0.07540983606557378
39287,0.07540983606557378
39288,0.07540983606557378
39289,0.07540983606557378
39290,0.07540983606557378
39291,0.07540983606557378
39292,0.07540983606557378
39293,0.07540983606557378
39294,0.07540983606557378
39295,0.07540983606557378
39296,0.07540983606557378
39297,0.07540983606557378
39298,0.07540983606557378
39299,0.07540983606557378
39300,0.07540983606557378
39301,0.07540983606557378
39302,0.07540983606557378
39303,0.07540983606557378
39304,0.07540983606557378
39305,0.07540983606557378
39306,0.07540983606557378
39307,0.07540983606557378
39308,0.07540983606557378
39309,0.07540983606557378
39310,0.07540983606557378
39311,0.07540983606557378
39312,0.07540983606557378
39313,0.07540983606557378
39314,0.07540983606557378
39315,0.07540983606557378
39316,0.07540983606557378
39317,0.07540983606557378
39318,0.07540983606557378
39319,0.07540983606557378
39320,0.07540983606557378
39321,0.07540983606557378
39322,0.07540983606557378
39323,0.07540983606557378
39324,0.07540983606557378
39325,0.07540983606557378
39326,0.07540983606557378
39327,0.07540983606557378
39328,0.07540983606557378
39329,0.07540983606557378
39330,0.07540983606557378
39331,0.07540983606557378
39332,0.07540983606557378
39333,0.07540983606557378
39334,0.07540983606557378
39335,0.07540983606557378
39336,0.07540983606557378
39337,0.07540983606557378
39338,0.07540983606557378
39339,0.07540983606557378
39340,0.07540983606557378
39341,0.07540983606557378
39342,0.07540983606557378
39343,0.07540983606557378
39344,0.07540983606557378
39345,0.07540983606557378
39346,0.07540983606557378
39347,0.07540983606557378
39348,0.07540983606557378
39349,0.07540983606557378
39350,0.07540983606557378
39351,0.07540983606557378
39352,0.07540983606557378
39353,0.07540983606557378
39354,0.07540983606557378
39355,0.07540983606557378
39356,0.07540983606557378
39357,0.07540983606557378
39358,0.07540983606557378
39359,0.07540983606557378
39360,0.07540983606557378
39361,0.07540983606557378
39362,0.07540983606557378
39363,0.07540983606557378
39364,0.07540983606557378
39365,0.07540983606557378
39366,0.07540983606557378
39367,0.07540983606557378
39368,0.07540983606557378
39369,0.07540983606557378
39370,0.07540983606557378
39371,0.07540983606557378
39372,0.07540983606557378
39373,0.07540983606557378
39374,0.07540983606557378
39375,0.07540983606557378
39376,0.07540983606557378
39377,0.07540983606557378
39378,0.07540983606557378
39379,0.07540983606557378
39380,0.07540983606557378
39381,0.07540983606557378
39382,0.07540983606557378
39383,0.07540983606557378
39384,0.07540983606557378
39385,0.07540983606557378
39386,0.07540983606557378
39387,0.07540983606557378
39388,0.07540983606557378
39389,0.07540983606557378
39390,0.07540983606557378
39391,0.07540983606557378
39392,0.07540983606557378
39393,0.07540983606557378
39394,0.07540983606557378
39395,0.07540983606557378
39396,0.07540983606557378
39397,0.07540983606557378
39398,0.07540983606557378
39399,0.07540983606557378
39400,0.07540983606557378
39401,0.07540983606557378
39402,0.07540983606557378
39403,0.07540983606557378
39404,0.07540983606557378
39405,0.07540983606557378
39406,0.07540983606557378
39407,0.07540983606557378
39408,0.07540983606557378
39409,0.07540983606557378
39410,0.07540983606557378
39411,0.07540983606557378
39412,0.07540983606557378
39413,0.07540983606557378
39414,0.07540983606557378
39415,0.07540983606557378
39416,0.07540983606557378
39417,0.07540983606557378
39418,0.07540983606557378
39419,0.07540983606557378
39420,0.07540983606557378
39421,0.07540983606557378
39422,0.07540983606557378
39423,0.07540983606557378
39424,0.07540983606557378
39425,0.07540983606557378
39426,0.07540983606557378
39427,0.07540983606557378
39428,0.07540983606557378
39429,0.07540983606557378
39430,0.07540983606557378
39431,0.07540983606557378
39432,0.07540983606557378
39433,0.07540983606557378
39434,0.07540983606557378
39435,0.07540983606557378
39436,0.07540983606557378
39437,0.07540983606557378
39438,0.07540983606557378
39439,0.07540983606557378
39440,0.07540983606557378
39441,0.07540983606557378
39442,0.07540983606557378
39443,0.07540983606557378
39444,0.07540983606557378
39445,0.07540983606557378
39446,0.07540983606557378
39447,0.07540983606557378
39448,0.07540983606557378
39449,0.07540983606557378
39450,0.07540983606557378
39451,0.07540983606557378
39452,0.07540983606557378
39453,0.07540983606557378
39454,0.07540983606557378
39455,0.07540983606557378
39456,0.07540983606557378
39457,0.07540983606557378
39458,0.07540983606557378
39459,0.07540983606557378
39460,0.07540983606557378
39461,0.07540983606557378
39462,0.07540983606557378
39463,0.07540983606557378
39464,0.07540983606557378
39465,0.07540983606557378
39466,0.07540983606557378
39467,0.07540983606557378
39468,0.07540983606557378
39469,0.07540983606557378
39470,0.07540983606557378
39471,0.07540983606557378
39472,0.07540983606557378
39473,0.07540983606557378
39474,0.07540983606557378
39475,0.07540983606557378
39476,0.07540983606557378
39477,0.07540983606557378
39478,0.07540983606557378
39479,0.07540983606557378
39480,0.07540983606557378
39481,0.07540983606557378
39482,0.07540983606557378
39483,0.07540983606557378
39484,0.07540983606557378
39485,0.07540983606557378
39486,0.07540983606557378
39487,0.07540983606557378
39488,0.07540983606557378
39489,0.07540983606557378
39490,0.07540983606557378
39491,0.07540983606557378
39492,0.07540983606557378
39493,0.07540983606557378
39494,0.07540983606557378
39495,0.07540983606557378
39496,0.07540983606557378
39497,0.07540983606557378
39498,0.07540983606557378
39499,0.07540983606557378
39500,0.07540983606557378
39501,0.07540983606557378
39502,0.07540983606557378
39503,0.07540983606557378
39504,0.07540983606557378
39505,0.07540983606557378
39506,0.07540983606557378
39507,0.07540983606557378
39508,0.07540983606557378
39509,0.07540983606557378
39510,0.07540983606557378
39511,0.07540983606557378
39512,0.07540983606557378
39513,0.07540983606557378
39514,0.07540983606557378
39515,0.07540983606557378
39516,0.07540983606557378
39517,0.07540983606557378
39518,0.07540983606557378
39519,0.07540983606557378
39520,0.07540983606557378
39521,0.07540983606557378
39522,0.07540983606557378
39523,0.07540983606557378
39524,0.07540983606557378
39525,0.07540983606557378
39526,0.07540983606557378
39527,0.07540983606557378
39528,0.07540983606557378
39529,0.07540983606557378
39530,0.07540983606557378
39531,0.07540983606557378
39532,0.07540983606557378
39533,0.07540983606557378
39534,0.07540983606557378
39535,0.07540983606557378
39536,0.07540983606557378
39537,0.07540983606557378
39538,0.07540983606557378
39539,0.07540983606557378
39540,0.07540983606557378
39541,0.07540983606557378
39542,0.07540983606557378
39543,0.07540983606557378
39544,0.07540983606557378
39545,0.07540983606557378
39546,0.07540983606557378
39547,0.07540983606557378
39548,0.07540983606557378
39549,0.07540983606557378
39550,0.07540983606557378
39551,0.07540983606557378
39552,0.07540983606557378
39553,0.07540983606557378
39554,0.07540983606557378
39555,0.07540983606557378
39556,0.07540983606557378
39557,0.07540983606557378
39558,0.07540983606557378
39559,0.07540983606557378
39560,0.07540983606557378
39561,0.07540983606557378
39562,0.07540983606557378
39563,0.07540983606557378
39564,0.07540983606557378
39565,0.07540983606557378
39566,0.07540983606557378
39567,0.07540983606557378
39568,0.07540983606557378
39569,0.07540983606557378
39570,0.07540983606557378
39571,0.07540983606557378
39572,0.07540983606557378
39573,0.07540983606557378
39574,0.07540983606557378
39575,0.07540983606557378
39576,0.07540983606557378
39577,0.07540983606557378
39578,0.07540983606557378
39579,0.07540983606557378
39580,0.07540983606557378
39581,0.07540983606557378
39582,0.07540983606557378
39583,0.07540983606557378
39584,0.07540983606557378
39585,0.07540983606557378
39586,0.07540983606557378
39587,0.07540983606557378
39588,0.07540983606557378
39589,0.07540983606557378
39590,0.07540983606557378
39591,0.07540983606557378
39592,0.07540983606557378
39593,0.07540983606557378
39594,0.07540983606557378
39595,0.07540983606557378
39596,0.07540983606557378
39597,0.07540983606557378
39598,0.07540983606557378
39599,0.07540983606557378
39600,0.07540983606557378
39601,0.07540983606557378
39602,0.07540983606557378
39603,0.07540983606557378
39604,0.07540983606557378
39605,0.07540983606557378
39606,0.07540983606557378
39607,0.07540983606557378
39608,0.07540983606557378
39609,0.07540983606557378
39610,0.07540983606557378
39611,0.07540983606557378
39612,0.07540983606557378
39613,0.07540983606557378
39614,0.07540983606557378
39615,0.07540983606557378
39616,0.07540983606557378
39617,0.07540983606557378
39618,0.07540983606557378
39619,0.07540983606557378
39620,0.07540983606557378
39621,0.07540983606557378
39622,0.07540983606557378
39623,0.07540983606557378
39624,0.07540983606557378
39625,0.07540983606557378
39626,0.07540983606557378
39627,0.07540983606557378
39628,0.07540983606557378
39629,0.07540983606557378
39630,0.07540983606557378
39631,0.07540983606557378
39632,0.07540983606557378
39633,0.07540983606557378
39634,0.07540983606557378
39635,0.07540983606557378
39636,0.07540983606557378
39637,0.07540983606557378
39638,0.07540983606557378
39639,0.07540983606557378
39640,0.07540983606557378
39641,0.07540983606557378
39642,0.07540983606557378
39643,0.07540983606557378
39644,0.07540983606557378
39645,0.07540983606557378
39646,0.07540983606557378
39647,0.07540983606557378
39648,0.07540983606557378
39649,0.07540983606557378
39650,0.07540983606557378
39651,0.07540983606557378
39652,0.07540983606557378
39653,0.07540983606557378
39654,0.07540983606557378
39655,0.07540983606557378
39656,0.07540983606557378
39657,0.07540983606557378
39658,0.07540983606557378
39659,0.07540983606557378
39660,0.07540983606557378
39661,0.07540983606557378
39662,0.07540983606557378
39663,0.07540983606557378
39664,0.07540983606557378
39665,0.07540983606557378
39666,0.07540983606557378
39667,0.07540983606557378
39668,0.07540983606557378
39669,0.07540983606557378
39670,0.07540983606557378
39671,0.07540983606557378
39672,0.07540983606557378
39673,0.07540983606557378
39674,0.07540983606557378
39675,0.07540983606557378
39676,0.07540983606557378
39677,0.07540983606557378
39678,0.07540983606557378
39679,0.07540983606557378
39680,0.07540983606557378
39681,0.07540983606557378
39682,0.07540983606557378
39683,0.07540983606557378
39684,0.07540983606557378
39685,0.07540983606557378
39686,0.07540983606557378
39687,0.07540983606557378
39688,0.07540983606557378
39689,0.07540983606557378
39690,0.07540983606557378
39691,0.07540983606557378
39692,0.07540983606557378
39693,0.07540983606557378
39694,0.07540983606557378
39695,0.07540983606557378
39696,0.07540983606557378
39697,0.07540983606557378
39698,0.07540983606557378
39699,0.07540983606557378
39700,0.07540983606557378
39701,0.07540983606557378
39702,0.07540983606557378
39703,0.07540983606557378
39704,0.07540983606557378
39705,0.07540983606557378
39706,0.07540983606557378
39707,0.07540983606557378
39708,0.07540983606557378
39709,0.07540983606557378
39710,0.07540983606557378
39711,0.07540983606557378
39712,0.07540983606557378
39713,0.07540983606557378
39714,0.07540983606557378
39715,0.07540983606557378
39716,0.07540983606557378
39717,0.07540983606557378
39718,0.07540983606557378
39719,0.07540983606557378
39720,0.07540983606557378
39721,0.07540983606557378
39722,0.07540983606557378
39723,0.07540983606557378
39724,0.07540983606557378
39725,0.07540983606557378
39726,0.07540983606557378
39727,0.07540983606557378
39728,0.07540983606557378
39729,0.07540983606557378
39730,0.07540983606557378
39731,0.07540983606557378
39732,0.07540983606557378
39733,0.07540983606557378
39734,0.07540983606557378
39735,0.07540983606557378
39736,0.07540983606557378
39737,0.07540983606557378
39738,0.07540983606557378
39739,0.07540983606557378
39740,0.07540983606557378
39741,0.07540983606557378
39742,0.07540983606557378
39743,0.07540983606557378
39744,0.07540983606557378
39745,0.07540983606557378
39746,0.07540983606557378
39747,0.07540983606557378
39748,0.07540983606557378
39749,0.07540983606557378
39750,0.07540983606557378
39751,0.07540983606557378
39752,0.07540983606557378
39753,0.07540983606557378
39754,0.07540983606557378
39755,0.07540983606557378
39756,0.07540983606557378
39757,0.07540983606557378
39758,0.07540983606557378
39759,0.07540983606557378
39760,0.07540983606557378
39761,0.07540983606557378
39762,0.07540983606557378
39763,0.08196721311475409
39764,0.08196721311475409
39765,0.08196721311475409
39766,0.08196721311475409
39767,0.08196721311475409
39768,0.08196721311475409
39769,0.08196721311475409
39770,0.08196721311475409
39771,0.08196721311475409
39772,0.08196721311475409
39773,0.08196721311475409
39774,0.08196721311475409
39775,0.08196721311475409
39776,0.08196721311475409
39777,0.08196721311475409
39778,0.08196721311475409
39779,0.08196721311475409
39780,0.08196721311475409
39781,0.08196721311475409
39782,0.08196721311475409
39783,0.08196721311475409
39784,0.08196721311475409
39785,0.08196721311475409
39786,0.08196721311475409
39787,0.08196721311475409
39788,0.08196721311475409
39789,0.08196721311475409
39790,0.08196721311475409
39791,0.08196721311475409
39792,0.08196721311475409
39793,0.08196721311475409
39794,0.08196721311475409
39795,0.08196721311475409
39796,0.08196721311475409
39797,0.08196721311475409
39798,0.08196721311475409
39799,0.08196721311475409
39800,0.08196721311475409
39801,0.08196721311475409
39802,0.08196721311475409
39803,0.08196721311475409
39804,0.08196721311475409
39805,0.08196721311475409
39806,0.08196721311475409
39807,0.08196721311475409
39808,0.08196721311475409
39809,0.08196721311475409
39810,0.08196721311475409
39811,0.08196721311475409
39812,0.08196721311475409
39813,0.08196721311475409
39814,0.08196721311475409
39815,0.08196721311475409
39816,0.08196721311475409
39817,0.08196721311475409
39818,0.08196721311475409
39819,0.08196721311475409
39820,0.08196721311475409
39821,0.08196721311475409
39822,0.08196721311475409
39823,0.08196721311475409
39824,0.08196721311475409
39825,0.08196721311475409
39826,0.08196721311475409
39827,0.08196721311475409
39828,0.08196721311475409
39829,0.08196721311475409
39830,0.08196721311475409
39831,0.08196721311475409
39832,0.08196721311475409
39833,0.08196721311475409
39834,0.08196721311475409
39835,0.08196721311475409
39836,0.08196721311475409
39837,0.08196721311475409
39838,0.08196721311475409
39839,0.08196721311475409
39840,0.08196721311475409
39841,0.08196721311475409
39842,0.08196721311475409
39843,0.08196721311475409
39844,0.08196721311475409
39845,0.08196721311475409
39846,0.08196721311475409
39847,0.08196721311475409
39848,0.08196721311475409
39849,0.08196721311475409
39850,0.08196721311475409
39851,0.08196721311475409
39852,0.08196721311475409
39853,0.08196721311475409
39854,0.08196721311475409
39855,0.08196721311475409
39856,0.08196721311475409
39857,0.08196721311475409
39858,0.08196721311475409
39859,0.08196721311475409
39860,0.08196721311475409
39861,0.08196721311475409
39862,0.08196721311475409
39863,0.08196721311475409
39864,0.08196721311475409
39865,0.08196721311475409
39866,0.08196721311475409
39867,0.08196721311475409
39868,0.08196721311475409
39869,0.08196721311475409
39870,0.08196721311475409
39871,0.08196721311475409
39872,0.08196721311475409
39873,0.08196721311475409
39874,0.08196721311475409
39875,0.08196721311475409
39876,0.08196721311475409
39877,0.08196721311475409
39878,0.08196721311475409
39879,0.08196721311475409
39880,0.08196721311475409
39881,0.08196721311475409
39882,0.08196721311475409
39883,0.08196721311475409
39884,0.08196721311475409
39885,0.08196721311475409
39886,0.08196721311475409
39887,0.08196721311475409
39888,0.08196721311475409
39889,0.08196721311475409
39890,0.08196721311475409
39891,0.08196721311475409
39892,0.08196721311475409
39893,0.08196721311475409
39894,0.08196721311475409
39895,0.08196721311475409
39896,0.08196721311475409
39897,0.08196721311475409
39898,0.08196721311475409
39899,0.08196721311475409
39900,0.08196721311475409
39901,0.08196721311475409
39902,0.08196721311475409
39903,0.08196721311475409
39904,0.08196721311475409
39905,0.08196721311475409
39906,0.08196721311475409
39907,0.08196721311475409
39908,0.08196721311475409
39909,0.08196721311475409
39910,0.08196721311475409
39911,0.08196721311475409
39912,0.08196721311475409
39913,0.08196721311475409
39914,0.08196721311475409
39915,0.08196721311475409
39916,0.08196721311475409
39917,0.08196721311475409
39918,0.08196721311475409
39919,0.08196721311475409
39920,0.08196721311475409
39921,0.08196721311475409
39922,0.08196721311475409
39923,0.08196721311475409
39924,0.08196721311475409
39925,0.08196721311475409
39926,0.08196721311475409
39927,0.08196721311475409
39928,0.08196721311475409
39929,0.08196721311475409
39930,0.08196721311475409
39931,0.08196721311475409
39932,0.08196721311475409
39933,0.08196721311475409
39934,0.08196721311475409
39935,0.08196721311475409
39936,0.08196721311475409
39937,0.08196721311475409
39938,0.08196721311475409
39939,0.08196721311475409
39940,0.08196721311475409
39941,0.08196721311475409
39942,0.08196721311475409
39943,0.08196721311475409
39944,0.08196721311475409
39945,0.08196721311475409
39946,0.08196721311475409
39947,0.08196721311475409
39948,0.08196721311475409
39949,0.08196721311475409
39950,0.08196721311475409
39951,0.08196721311475409
39952,0.08196721311475409
39953,0.08196721311475409
39954,0.08196721311475409
39955,0.08196721311475409
39956,0.08196721311475409
39957,0.08196721311475409
39958,0.08196721311475409
39959,0.08196721311475409
39960,0.08196721311475409
39961,0.08196721311475409
39962,0.08196721311475409
39963,0.08196721311475409
39964,0.08196721311475409
39965,0.08196721311475409
39966,0.08196721311475409
39967,0.08196721311475409
39968,0.08196721311475409
39969,0.08196721311475409
39970,0.08196721311475409
39971,0.08196721311475409
39972,0.08196721311475409
39973,0.08196721311475409
39974,0.08196721311475409
