replica,x,y
0,10000.0,10000.0
0,9507.339,13132.943
0,13762.381,15357.055
0,7257.9316,15799.641
0,11218.434,17415.34
0,9394.229,13648.347
0,10718.704,11996.603
0,9320.716,16271.277
0,3631.3096,4045.3274
0,14656.397,1610.9832
0,18009.473,5087.198
0,9138.669,13446.541
0,14120.997,2510.3865
0,16167.37,15408.079
0,5474.177,8613.186
0,6315.183,14024.967
0,9343.389,14629.623
0,6562.316,7528.1914
0,8263.612,15071.677
0,8797.715,14344.81
0,14834.995,15431.286
0,12804.267,15495.004
0,9784.034,2952.0671
0,12833.079,5313.3535
0,10498.019,15994.1
0,6818.176,4449.6035
0,12060.4,12020.144
0,9937.117,15102.302
0,13317.089,14573.594
0,7248.3213,15959.834
0,4977.831,2919.1228
0,6620.87,11642.52
0,4094.886,4616.3535
0,15120.237,6908.9185
0,12117.346,13933.218
0,11669.804,12949.652
0,15478.117,4363.097
0,7895.411,1729.8707
0,6210.7183,4885.625
0,8395.564,15519.687
0,12954.415,15749.065
0,8201.26,16582.34
0,13847.725,12858.082
0,9772.541,5407.2173
0,12360.564,17433.268
0,5758.282,14972.849
0,4635.391,4282.949
0,14053.336,11799.263
0,11564.428,14147.136
0,10407.203,6131.4854
0,8037.9243,13192.145
0,10286.74,11372.325
0,7716.435,8541.929
0,13343.345,16141.413
0,13706.007,4635.472
0,7577.8022,9423.962
0,7463.3706,17373.89
0,17451.85,11742.824
0,5176.442,2259.9946
0,10948.532,13135.164
0,4307.9355,4330.412
0,3765.2068,8220.937
0,3425.0483,7199.5044
0,16121.713,5983.615
0,13197.359,1898.7771
0,7017.9814,6915.396
0,6725.2397,18420.748
0,6471.961,13707.375
0,2765.2837,6139.569
0,6622.0522,14824.914
0,7973.0635,13973.605
0,9834.127,15627.527
0,10359.189,14428.7
0,9419.703,10827.307
0,3789.301,4760.328
0,9499.901,15183.944
0,12563.94,12689.603
0,6520.5107,10701.257
0,15015.1045,5523.142
0,9798.093,14238.327
0,4996.5986,8351.975
0,8438.505,14621.178
0,10631.716,16208.879
0,10130.388,4617.844
0,11912.204,17369.746
0,12284.344,16172.896
0,6351.8135,3928.7651
0,14707.467,18201.105
0,17468.836,4576.6255
0,11153.846,3231.301
0,11362.906,13178.545
0,6027.4565,13137.445
0,12599.047,7308.8857
0,12123.793,10855.42
0,6623.93,4833.8623
0,8118.978,15313.208
0,10770.027,14989.516
0,11034.538,14337.634
0,9607.867,15944.473
0,11887.471,5123.07
0,15136.819,1704.9099
0,14387.716,15322.207
0,10478.324,17592.42
0,11895.442,14722.498
0,5053.443,2740.3882
0,3906.5898,5162.9165
0,5118.904,3577.4712
0,4996.9893,13327.966
0,6175.1743,5262.507
0,0.0,14351.844
0,11270.047,14033.99
0,13573.6,5446.0747
0,7937.5835,7178.4116
0,1592.6857,4330.844
0,9042.021,12903.309
0,4924.16,3914.8333
0,1485.3517,5663.3755
0,16460.047,2479.3892
0,13205.867,16143.018
0,10293.465,15302.557
0,5179.8496,4814.4824
0,11314.284,11402.77
0,10735.411,4160.6533
0,14065.113,12431.458
0,13526.097,4173.9453
0,13576.893,18904.887
0,12501.957,14247.475
0,11470.514,16951.574
0,10437.895,2013.7635
0,7846.498,11601.094
0,11199.882,15149.383
0,9722.528,14912.782
0,11955.126,4862.2246
0,12613.808,4775.6113
0,10507.872,12208.548
0,11125.941,17082.838
0,14729.982,14900.983
0,6169.614,15356.601
0,5032.278,5941.012
0,10057.692,15063.48
0,13938.76,3171.5928
0,13934.739,10536.584
0,10695.395,2725.5063
0,17748.273,7454.9463
0,10129.179,14646.609
0,12161.647,5675.5293
0,10188.935,13811.839
0,7791.7954,13888.182
0,17298.98,2964.9924
0,4904.8047,5329.202
0,9963.505,4777.8735
0,8086.1626,12243.654
0,13519.977,6667.6147
0,6228.8125,12022.05
0,5842.9927,13367.789
0,7096.0254,16491.182
0,3851.711,1278.6691
0,12423.569,7296.12
0,8593.595,16387.354
0,13068.32,14113.013
0,9388.033,16988.506
0,14592.853,6816.9434
0,8881.794,11727.041
0,6685.5728,14782.391
0,12342.127,15864.9375
0,14439.584,14248.422
0,9999.449,5178.669
0,4235.136,5779.3936
0,18733.703,8405.395
0,14347.707,0.0
0,9988.006,14194.336
0,4895.503,15787.213
0,14843.434,853.7417
0,7432.302,15072.801
0,10789.026,16047.376
0,5284.405,3685.4668
0,12272.3,2642.07
0,11199.42,17582.133
0,1541.5637,3754.2632
0,3592.533,6543.067
0,12964.45,15812.394
0,5980.4946,828.22156
0,10704.935,7016.572
0,8269.253,4706.974
0,12863.608,16332.811
0,10347.921,10982.78
0,14524.534,2529.9663
0,8323.302,13938.363
0,11177.069,12939.415
0,12898.865,1399.8783
0,10781.301,13944.874
0,11478.877,7047.309
0,5066.6323,6160.5767
1,10000.0,10000.0
1,15473.067,3223.6958
1,2747.1777,2163.565
1,6938.2974,7725.331
1,10854.364,11726.529
1,5811.7876,13643.97
1,10412.303,3854.3335
1,8853.437,14530.8545
1,13156.417,3178.9062
1,4712.0444,2062.883
