replica,arrivals,deadlines,indicador,x,y,profits,ready_times,service_times
0,49946.24733364741,61200.0,True,11973.169683940732,3120.3728088487305,1,49946.24733364741,180
0,32911.43177568725,44611.43177568725,False,17323.522915498703,12022.300234864177,2,33811.43177568725,180
0,32018.72925625422,61200.0,True,19398.197043239885,16648.852816008435,1,32018.72925625422,180
0,35918.34670313254,47618.34670313254,False,3668.0901970686764,6084.8448591907545,2,36818.34670313254,180
0,41996.263953003414,53696.263953003414,False,5824.582803960839,12237.05789444759,2,42896.263953003414,180
0,38599.1149594058,50299.1149594058,False,7327.236865873834,9121.399684340719,2,39499.1149594058,180
0,36531.779310390666,61200.0,True,10284.688768272232,11848.29137724085,1,36531.779310390666,180
0,46263.33990120495,57963.33990120495,False,3410.4824737458307,1301.0318597055903,2,47163.33990120495,180
0,55833.9272334789,61200.0,True,16167.946962329223,6092.275383467414,1,55833.9272334789,180
0,48126.862544245414,59826.862544245414,False,8803.049874792026,2440.7646968955764,2,49026.862544245414,180
0,32335.641063099807,44035.64106309981,False,18186.40804157564,5175.599632000339,2,33235.64106309981,180
0,39355.119117453156,61200.0,True,10401.360423556216,10934.205586865593,1,39355.119117453156,180
0,55060.90645467877,66760.90645467877,False,15502.65646722229,18789.97883128378,2,55960.90645467877,180
0,46567.079466039344,61200.0,True,18437.484700462337,1769.85004103839,1,46567.079466039344,180
0,32599.023120526075,44299.02312052608,False,6506.606615265287,7773.54579378964,2,33499.02312052608,180
0,51638.32147239188,63338.32147239188,False,7135.066533871785,5618.690193747615,2,52538.32147239188,180
0,34924.458666886734,46624.458666886734,False,16043.939615080793,1491.0128735954165,2,35824.458666886734,180
0,50960.56818627576,61200.0,True,3974.313630683448,110.44234247204798,1,50960.56818627576,180
0,49312.805064959946,61200.0,True,14580.143360819746,15425.406933718914,1,49312.805064959946,180
0,40210.71720362583,51910.71720362583,False,2317.381190502594,17262.06851751187,2,41110.71720362583,180
0,39838.63022628676,61200.0,True,1271.1670057204726,6219.646434313244,1,39838.63022628676,180
0,49229.43013361496,60929.43013361496,False,12751.149427104263,17744.25485152653,2,50129.43013361496,180
0,34406.14017630073,46106.14017630073,False,14264.8957444599,15215.700972337949,2,35306.14017630073,180
0,50234.50247289583,61934.50247289583,False,9875.911927287814,10454.656587639882,2,51134.50247289583,180
0,32117.684779881514,43817.684779881514,False,2157.828539866089,628.583713734685,2,33017.684779881514,180
0,39421.77072312343,61200.0,True,10171.413823294055,18151.32947852186,1,39421.77072312343,180
0,41472.305029765805,53172.305029765805,False,15111.022770860973,4575.963309832449,2,42372.305029765805,180
0,38540.96030580456,50240.96030580456,False,3224.4257450800883,18593.95304685146,2,39440.96030580456,180
0,47461.77466406267,61200.0,True,17429.211803754355,16073.44153798229,1,47461.77466406267,180
0,53189.18366330646,64889.18366330646,False,10786.844838313014,16148.80310328125,2,54089.18366330646,180
0,39513.68756929097,61200.0,True,2201.038490553535,4558.703250838834,1,39513.68756929097,180
0,51377.75881191658,63077.75881191658,False,17214.611665126868,139.04261062381406,2,52277.75881191658,180
0,41643.08737651533,53343.08737651533,False,4442.156209414605,2397.307346673656,2,42543.08737651533,180
0,54412.70580507422,66112.70580507422,False,6464.0586404151045,10375.812434867323,2,55312.70580507422,180
0,40663.46597995821,61200.0,True,19435.641654419214,19248.945898842223,1,40663.46597995821,180
0,43583.13869318497,55283.13869318497,False,6017.566196335393,5696.809887549352,2,44483.13869318497,180
0,46312.41331571149,58012.41331571149,False,10053.58046457723,1029.575024999787,2,47212.41331571149,180
0,53570.86102898969,65270.86102898969,False,4791.237813339449,2897.897441824462,2,54470.86102898969,180
0,55451.3060348876,67151.3060348876,False,4841.105430230008,13442.71094811757,2,56351.3060348876,180
0,37488.466108608474,61200.0,True,14564.326972237192,7355.662654385064,1,37488.466108608474,180
0,47464.94871117455,61200.0,True,10715.493681495169,1805.795401088166,1,47464.94871117455,180
0,39583.657637287746,61200.0,True,3730.3702079970844,815.5028310952783,1,39583.657637287746,180
0,47964.813992767464,59664.813992767464,False,331.756578557123,10241.86116598562,2,48864.813992767464,180
0,47177.69880694963,58877.69880694963,False,3487.3285800998287,13818.754762049319,2,48077.69880694963,180
0,54262.53872630265,65962.53872630265,False,2750.418882919865,6821.3270210051705,2,55162.53872630265,180
0,53970.054924169075,65670.05492416908,False,17546.78706761962,5158.832554303112,2,54870.054924169075,180
0,52093.99944507064,61200.0,True,11104.016231989246,10593.01156712013,1,52093.99944507064,180
0,33762.39725768335,45462.39725768335,False,17944.315159066537,18008.361143266608,2,34662.39725768335,180
0,40043.550734427256,61200.0,True,6984.191492253218,14519.113577404787,1,40043.550734427256,180
0,53854.577891480956,61200.0,True,15597.510917152476,12840.632923085755,1,53854.577891480956,180
0,35427.57775249911,47127.57775249911,False,17971.083770541583,12128.581193191798,2,36327.57775249911,180
0,33965.75849164458,45665.75849164458,False,13270.035382161117,101.23167692437374,2,34865.75849164458,180
0,44834.23108160804,56534.23108160804,False,13837.903953853865,13039.225190052011,2,45734.23108160804,180
0,48805.95507874512,60505.95507874512,False,4744.9817499360015,6507.993963185355,2,49705.95507874512,180
0,47870.74905598981,61200.0,True,16984.46820988356,13152.257846006867,1,47870.74905598981,180
0,33776.296858222646,45476.296858222646,False,7354.316061188671,5304.047353634509,2,34676.296858222646,180
0,55144.156480484424,66844.15648048442,False,7861.954493335208,17840.931103542265,2,56044.156480484424,180
0,51529.24484924954,61200.0,True,10052.741862103841,11538.077692527182,1,51529.24484924954,180
0,36244.40460349248,47944.40460349248,False,14449.042305230107,5615.447248817116,2,37144.40460349248,180
0,47184.97679054418,58884.97679054418,False,3542.213588140979,18809.171687058286,2,48084.97679054418,180
0,54554.5826335553,61200.0,True,7403.174005108888,309.13233057734857,1,54554.5826335553,180
0,42290.24053759632,61200.0,True,19333.09638087339,19272.399541785056,1,42290.24053759632,180
0,38920.11208015356,61200.0,True,7701.954572038505,17022.73343033714,1,38920.11208015356,180
0,35618.67374447205,47318.67374447205,False,11136.025249167003,18723.09548321562,2,36518.67374447205,180
0,45865.541486252,61200.0,True,1943.5298754153707,12300.144533983395,1,45865.541486252,180
0,35030.11718396041,61200.0,True,10366.593047274735,17547.46143855911,1,35030.11718396041,180
0,49064.79667308075,61200.0,True,14049.681679742185,7189.823024395103,1,49064.79667308075,180
0,51167.47607812788,62867.47607812788,False,16202.267893583616,17341.446371602073,2,52067.47607812788,180
0,44385.82845129563,61200.0,True,10030.325893743991,15965.903579335503,1,44385.82845129563,180
0,49189.565306894125,61200.0,True,15915.853388722022,17800.106836351326,1,49189.565306894125,180
0,40626.66574915064,52326.66574915064,False,1879.63879681738,11565.602819923479,2,41526.66574915064,180
0,42814.03184061878,54514.03184061878,False,10852.892694151533,5730.825042565688,2,43714.03184061878,180
0,32241.1560735189,43941.1560735189,False,746.9637749842883,16452.011213193164,2,33141.1560735189,180
0,34587.5704574408,46287.5704574408,False,10444.865201096087,15399.871061972217,2,35487.5704574408,180
0,46636.238562401704,58336.238562401704,False,1706.9492998753599,1033.6344233721538,2,47536.238562401704,180
0,44637.43345512559,56337.43345512559,False,12748.59802996413,14521.82667445323,2,45537.43345512559,180
0,44510.768777190126,61200.0,True,6459.129458824919,15903.723895374073,1,44510.768777190126,180
0,42167.00552314696,53867.00552314696,False,1569.1276268453191,507.0148683091502,2,43067.00552314696,180
0,52566.69903690759,61200.0,True,13919.48412187396,8179.058888285397,1,52566.69903690759,180
0,35301.42013690739,47001.42013690739,False,5004.857963291906,10984.53329412241,2,36201.42013690739,180
0,48136.97389328683,61200.0,True,5598.677938918857,19097.30561326388,1,48136.97389328683,180
0,45469.7221232873,61200.0,True,12234.414924687046,8392.001248555798,1,45469.7221232873,180
0,40150.13609122566,51850.13609122566,False,15156.922209287382,287.86977259511735,2,41050.13609122566,180
0,32617.864201128592,44317.86420112859,False,814.5760463794028,17109.211680220145,2,33517.86420112859,180
0,43449.1804930006,61200.0,True,1956.6832130200296,9832.317502336648,1,43449.1804930006,180
0,35708.80543881337,47408.80543881337,False,8677.03298475946,7970.094687947469,2,36608.80543881337,180
0,46932.77571608374,58632.77571608374,False,906.0801954408904,7492.252292529424,2,47832.77571608374,180
0,44179.03371621821,61200.0,True,17129.796823766446,13173.8726323789,1,44179.03371621821,180
0,33214.82056183044,44914.82056183044,False,12848.385564126313,530.2262108324362,2,34114.82056183044,180
0,54347.594866626474,66047.59486662647,False,11509.483557517578,7763.398524130438,2,55247.594866626474,180
0,43047.97284038622,61200.0,True,10912.3357863187,18829.296175530504,1,43047.97284038622,180
0,54856.93070092112,66556.93070092112,False,18107.012839121275,3915.8226957859288,2,55756.93070092112,180
0,33948.90543347147,45648.90543347147,False,364.43651303099455,1888.8592151185678,2,34848.90543347147,180
0,33293.95394119777,61200.0,True,6379.512605875226,16897.50621938909,1,33293.95394119777,180
0,51291.58412691114,62991.58412691114,False,5637.095495467998,2363.2965524331253,2,52191.58412691114,180
0,47349.359738853076,61200.0,True,17549.440270541058,14701.420876077715,1,47349.359738853076,180
0,38607.271228796926,61200.0,True,3548.7908755944563,15012.295032817166,1,38607.271228796926,180
0,56460.72957841697,61200.0,True,8252.35353822853,7440.3617158556635,1,56460.72957841697,180
0,40088.24921437605,61200.0,True,18615.146512071293,17168.255036860235,1,40088.24921437605,180
0,49746.16694733339,61446.16694733339,False,15090.857481693647,2062.477376718652,2,50646.16694733339,180
0,44232.359785686,61200.0,True,16529.149322154833,6400.992020612235,1,44232.359785686,180
0,41307.88230410091,61200.0,True,216.7530296059672,18107.639528385273,1,41307.88230410091,180
0,39259.321393447084,50959.321393447084,False,19001.2393410161,19012.142938751123,2,40159.321393447084,180
0,46853.64425572612,58553.64425572612,False,8968.910439566396,5864.215433961291,2,47753.64425572612,180
0,47842.19848267203,59542.19848267203,False,15047.4905887536,15831.58087451697,2,48742.19848267203,180
0,33798.393796827,61200.0,True,9888.40609405163,1151.1752003328857,1,33798.393796827,180
0,42229.19118337306,53929.19118337306,False,17754.083655165996,7018.300251041574,2,43129.19118337306,180
0,34974.69787388391,46674.69787388391,False,15230.212634349446,12364.36126632522,2,35874.69787388391,180
0,33543.79538859444,45243.79538859444,False,14019.382629182399,1455.2601272838706,2,34443.79538859444,180
0,49297.304124343704,61200.0,True,1626.9756128379954,1696.7542817038384,1,49297.304124343704,180
0,40931.624053054235,61200.0,True,7412.842941337818,16255.99134515005,1,40931.624053054235,180
0,56347.226808336345,61200.0,True,15067.563705178833,7525.1917106183155,1,56347.226808336345,180
0,50384.67005703671,62084.67005703671,False,11168.0849947161,8484.440184939525,2,51284.67005703671,180
0,34302.176554115016,61200.0,True,9852.502085817183,227.07289534838137,1,34302.176554115016,180
0,32868.16959906865,44568.16959906865,False,2376.3583253614383,2350.5249355420974,2,33768.16959906865,180
0,50300.330957488666,61200.0,True,11667.375301943193,19243.450969490837,1,50300.330957488666,180
0,38442.803696649215,50142.803696649215,False,17371.982563789206,4471.9167703890525,2,39342.803696649215,180
0,31806.292762183373,61200.0,True,19397.57653415278,863.1982390115222,1,31806.292762183373,180
0,44798.067948974756,61200.0,True,19859.295922386005,1475.9312947079773,1,44798.067948974756,180
0,55054.0516155441,66754.0516155441,False,10461.956883402976,12587.97276270525,2,55954.0516155441,180
0,42954.43483214788,61200.0,True,12551.16160168127,11686.286238462004,1,42954.43483214788,180
0,32645.248784604737,61200.0,True,5619.263791844606,19008.229681531175,1,32645.248784604737,180
0,42982.55017019997,61200.0,True,12402.651956030735,5547.623659622654,1,42982.55017019997,180
0,42767.87124004157,54467.87124004157,False,7067.044560521056,11673.122237017442,2,43667.87124004157,180
0,55177.793826287845,66877.79382628785,False,19724.214889592058,13963.234280394903,2,56077.793826287845,180
0,39021.521075757766,50721.521075757766,False,16275.900394138973,13694.623451077585,2,39921.521075757766,180
0,53635.53058320037,65335.53058320037,False,16450.74485846338,18995.99826583848,2,54535.53058320037,180
0,46958.062937581904,61200.0,True,8364.860725812377,18654.569667080264,1,46958.062937581904,180
0,32639.510486675972,61200.0,True,527.3394899450401,7529.267337560992,1,32639.510486675972,180
0,56379.358458736606,61200.0,True,3008.3378220705636,11882.614307042702,1,56379.358458736606,180
0,55068.91986689486,66768.91986689487,False,16842.378462714172,16766.574094222757,2,55968.91986689486,180
0,41580.113906805265,53280.113906805265,False,5468.141438614125,1127.5099330185424,2,42480.113906805265,180
0,51985.10543007795,61200.0,True,19994.353465722612,19932.736741478107,1,51985.10543007795,180
0,50186.39418888641,61886.39418888641,False,18895.31459764856,16992.947813548228,2,51086.39418888641,180
0,42448.22248803527,54148.22248803527,False,2583.1883030298995,19081.020545174448,2,43348.22248803527,180
0,37056.02017373414,48756.02017373414,False,13434.013688117135,12362.564809157917,2,37956.02017373414,180
0,34259.449490450985,45959.449490450985,False,13431.463911855992,10406.154018075866,2,35159.449490450985,180
0,44608.120228022235,61200.0,True,17043.630006370804,11038.136775489711,1,44608.120228022235,180
0,52802.68254459779,64502.68254459779,False,8069.657324247941,2680.3045690128147,2,53702.68254459779,180
0,49849.83531286894,61549.83531286894,False,12406.191027069293,14081.595361984471,2,50749.83531286894,180
0,34813.826856758504,46513.826856758504,False,290.8933133576386,7011.751176131939,2,35713.826856758504,180
