replica,arrivals,deadlines,indicador,x,y,profits,ready_times,service_times
0,38006.43327385398,49706.43327385398,False,5140.700764725029,6892.689835551418,2,38906.43327385398,180
0,39676.10315170056,61200.0,True,6117.100829730589,4463.053851487839,1,39676.10315170056,180
0,51002.21605143872,62702.21605143872,False,11967.100775147996,3481.9266607015593,2,51902.21605143872,180
0,54098.5922794891,61200.0,True,13480.506206886124,8547.580753860997,1,54098.5922794891,180
0,50223.002711792695,61923.002711792695,False,12424.882960111687,14641.677994410924,2,51123.002711792695,180
0,32303.91038383282,44003.910383832816,False,5710.76590570612,5519.645259608548,2,33203.910383832816,180
0,44495.01240017798,61200.0,True,7717.769915318959,1940.9750426245319,1,44495.01240017798,180
0,43403.03529909945,55103.03529909945,False,13972.250283008481,11988.48510752265,2,44303.03529909945,180
0,43647.23030277953,55347.23030277953,False,4416.608819778015,2743.0467752902086,2,44547.23030277953,180
0,32610.01633280106,61200.0,True,5864.698567716345,3628.2441838140007,1,32610.01633280106,180
0,54971.7234258061,66671.72342580609,False,14869.776276130164,12485.369186164358,2,55871.7234258061,180
0,53149.76827909285,61200.0,True,15939.42155010371,13643.76898577675,1,53149.76827909285,180
0,53575.2297684625,65275.2297684625,False,15001.07312376731,7192.491120802156,2,54475.2297684625,180
0,51868.71840394176,63568.71840394176,False,15719.09168232519,4133.732511352318,2,52768.71840394176,180
0,44723.781993948825,56423.781993948825,False,6294.861436369352,2516.586495140299,2,45623.781993948825,180
0,39425.99459433163,51125.99459433163,False,3465.0061509234106,5594.512903018215,2,40325.99459433163,180
0,44854.294137854435,56554.294137854435,False,17683.428646698583,16426.208352650523,2,45754.294137854435,180
0,35298.56415054661,46998.56415054661,False,3804.2488282669615,12038.267505200587,2,36198.56415054661,180
0,33750.25195676662,45450.25195676662,False,11866.0018310184,8240.77643381988,2,34650.25195676662,180
0,32423.18485758056,61200.0,True,4661.431416406893,6067.89296393873,1,32423.18485758056,180
0,39655.49418772784,51355.49418772784,False,15667.241246949638,6907.463021490071,2,40555.49418772784,180
0,35630.280360106844,47330.280360106844,False,15321.37767685698,8576.434758523668,2,36530.280360106844,180
0,42192.42830662317,53892.42830662317,False,14745.169704848826,10315.42858927545,2,43092.42830662317,180
0,41201.74493935015,61200.0,True,13039.43835458704,3034.760745322195,1,41201.74493935015,180
0,37276.557221388895,48976.557221388895,False,14592.122753275411,6314.8009568296075,2,38176.557221388895,180
0,49986.981626312365,61200.0,True,14023.782298912849,13125.33790794033,1,49986.981626312365,180
0,32403.780113604134,61200.0,True,17770.53436535094,5705.757913233872,1,32403.780113604134,180
0,54914.792968372574,61200.0,True,9808.49087100694,7564.04286759011,1,54914.792968372574,180
0,46338.199097362034,61200.0,True,13579.571685137424,14856.277666163984,1,46338.199097362034,180
0,40682.97521401218,52382.97521401218,False,5886.99062085062,13765.643612741833,2,41582.97521401218,180
0,45585.74701802084,57285.74701802084,False,13400.505566103364,2253.857005023026,2,46485.74701802084,180
0,34101.4404612573,45801.4404612573,False,15422.8396212319,12657.569413156143,2,35001.4404612573,180
0,33727.98382547516,61200.0,True,4330.565855205318,3004.75622733144,1,33727.98382547516,180
0,40389.78458512588,52089.78458512588,False,4182.46886241782,3453.7482037731693,2,41289.78458512588,180
0,51497.51526328939,63197.51526328939,False,6764.077845857199,4566.969066139741,2,52397.51526328939,180
0,53826.50508364026,65526.50508364026,False,9301.701300621202,14412.70599290563,2,54726.50508364026,180
0,47338.62488489289,61200.0,True,8533.816627701935,16597.680838777687,1,47338.62488489289,180
0,46641.96790811281,61200.0,True,13926.159336754326,8612.025186644361,1,46641.96790811281,180
0,44255.37710103912,55955.37710103912,False,19025.751660223614,11262.20642684461,2,45155.37710103912,180
0,42623.81692938026,54323.81692938026,False,5399.5837136170485,12702.395720777136,2,43523.81692938026,180
0,45778.09708630114,61200.0,True,12078.03463866733,10146.462218356475,1,45778.09708630114,180
0,38763.05370586504,50463.05370586504,False,2015.865740721752,8423.836173216383,2,39663.05370586504,180
0,44680.973847117835,56380.973847117835,False,3195.3361270609316,1883.7269085238322,2,45580.973847117835,180
0,43458.32915965962,61200.0,True,4927.2051280255755,15694.999806785907,1,43458.32915965962,180
0,42869.6673019182,54569.6673019182,False,5348.286674752175,3612.717931530232,2,43769.6673019182,180
0,43304.31839127003,55004.31839127003,False,6107.629023384411,4565.018402156384,2,44204.31839127003,180
0,40766.910437967184,52466.910437967184,False,10466.360945371165,9072.214679922536,2,41666.910437967184,180
0,55114.59833623494,66814.59833623495,False,3409.195086339853,14104.36425900912,2,56014.59833623494,180
0,38454.978956105064,50154.978956105064,False,20000.0,2939.635169534408,2,39354.978956105064,180
0,38889.87268942135,50589.87268942135,False,17161.518874492063,15937.752689514527,2,39789.87268942135,180
0,42007.14896221315,53707.14896221315,False,14694.616977859576,12724.44483964105,2,42907.14896221315,180
0,34583.82048769534,61200.0,True,2010.082077480734,2992.0629722329722,1,34583.82048769534,180
0,39621.76575319822,61200.0,True,15713.366548002401,16652.70422423587,1,39621.76575319822,180
0,41309.205354272766,61200.0,True,13518.209243472655,8037.5712173824695,1,41309.205354272766,180
0,42564.84723456044,54264.84723456044,False,3720.5479361823236,2546.6537272634496,2,43464.84723456044,180
0,41614.781122066066,53314.781122066066,False,6364.874787244717,16129.901495559516,2,42514.781122066066,180
0,48537.281504356055,60237.281504356055,False,6091.684538649875,8364.840317040182,2,49437.281504356055,180
0,33231.530280632374,44931.530280632374,False,14512.655476758247,10452.950216489924,2,34131.530280632374,180
0,40887.016915475164,52587.016915475164,False,4669.617081260244,7095.381966752353,2,41787.016915475164,180
0,33705.50044635924,45405.50044635924,False,2965.399507222638,1848.3817775762632,2,34605.50044635924,180
0,39092.22295711528,50792.22295711528,False,4757.962914673674,14264.505471242837,2,39992.22295711528,180
0,42329.50962488285,54029.50962488285,False,15362.096209500902,3308.425035274979,2,43229.50962488285,180
0,44150.65664296683,55850.65664296683,False,2328.4044717896977,14021.356784929787,2,45050.65664296683,180
0,42214.667441506535,61200.0,True,11974.495074227098,12763.600158778114,1,42214.667441506535,180
0,52537.23983020076,61200.0,True,13372.605054062726,11428.136612234306,1,52537.23983020076,180
0,33363.65751745928,61200.0,True,9551.801232125157,13951.132755941022,1,33363.65751745928,180
0,50661.30078040709,62361.30078040709,False,3789.0175805113327,13787.359469401,2,51561.30078040709,180
0,39693.29254539787,51393.29254539787,False,3884.355512980494,19025.196466205423,2,40593.29254539787,180
0,52350.26407507312,64050.26407507312,False,3855.6007703311784,1418.5873272139013,2,53250.26407507312,180
0,44861.6951745225,56561.6951745225,False,13973.841076171104,5794.446865521744,2,45761.6951745225,180
0,41338.107594266134,53038.107594266134,False,14709.587885768466,11385.290865942708,2,42238.107594266134,180
0,45108.42955317867,56808.42955317867,False,3805.0041413746962,14985.975849864642,2,46008.42955317867,180
0,47655.175643839,61200.0,True,14501.957476744894,9568.568482096369,1,47655.175643839,180
0,44763.48851130405,56463.48851130405,False,14512.449691764727,13242.596102297966,2,45663.48851130405,180
0,40024.584093935126,61200.0,True,5282.715898186213,5897.230565495361,1,40024.584093935126,180
0,53236.26399252195,61200.0,True,16118.406892859013,12603.713140473696,1,53236.26399252195,180
0,44030.82135973788,61200.0,True,16202.26248621795,13749.026846143508,1,44030.82135973788,180
0,43621.42157032069,55321.42157032069,False,12847.979948447604,9940.110508790214,2,44521.42157032069,180
0,42329.13693789352,54029.13693789352,False,13446.613464417922,8000.689142336433,2,43229.13693789352,180
0,48384.65005473853,60084.65005473853,False,15170.052282975155,7877.602951608051,2,49284.65005473853,180
0,54837.32982658052,66537.32982658052,False,14531.090670660942,17312.77280062288,2,55737.32982658052,180
0,40980.28130609053,52680.28130609053,False,15171.234118115348,4326.12874295804,2,41880.28130609053,180
0,55450.7135948924,67150.7135948924,False,4636.755096668672,15583.425496284883,2,56350.7135948924,180
0,34110.20255405312,45810.20255405312,False,14334.903109933088,11521.62280841587,2,35010.20255405312,180
0,48584.456168107594,60284.456168107594,False,14991.122329425569,13099.153487131394,2,49484.456168107594,180
0,35925.51561400791,47625.51561400791,False,20000.0,5965.487228090576,2,36825.51561400791,180
0,44681.915662616244,56381.915662616244,False,12450.481493866544,12053.994529976775,2,45581.915662616244,180
0,48526.922917425676,60226.922917425676,False,2240.616725579117,5250.134001244123,2,49426.922917425676,180
0,34743.5977855783,61200.0,True,16111.79858145935,8343.771352636824,1,34743.5977855783,180
0,44897.17774905509,56597.17774905509,False,11651.632647275237,7710.802572544051,2,45797.17774905509,180
0,40393.98997940186,52093.98997940186,False,5816.857525354098,11923.488370410421,2,41293.98997940186,180
0,46658.66020280721,58358.66020280721,False,14726.555006587636,11176.769121213074,2,47558.66020280721,180
0,54752.15851603564,61200.0,True,17590.19627244019,12239.232748219829,1,54752.15851603564,180
0,42800.41457313957,61200.0,True,12304.63644820991,15972.043722829283,1,42800.41457313957,180
0,40267.6352750252,51967.6352750252,False,5021.857965482936,4883.754316669095,2,41167.6352750252,180
0,45793.01344999163,57493.01344999163,False,16449.266814340554,9531.461239932896,2,46693.01344999163,180
0,42303.37893508893,54003.37893508893,False,13188.01242812575,10287.506136881211,2,43203.37893508893,180
0,45534.8927546213,57234.8927546213,False,18641.82525513904,18001.036932566974,2,46434.8927546213,180
0,49409.094957571484,61200.0,True,4551.056367946804,19052.644717194064,1,49409.094957571484,180
0,53981.05917835614,65681.05917835614,False,17404.212987002396,15266.18807039892,2,54881.05917835614,180
0,40981.81738699539,52681.81738699539,False,17448.619376083167,12977.647334574804,2,41881.81738699539,180
0,55852.28846863951,61200.0,True,4148.050788203228,15664.528691768533,1,55852.28846863951,180
0,43970.08689128299,55670.08689128299,False,13294.510829700464,13449.722557924111,2,44870.08689128299,180
0,47023.85423049687,58723.85423049687,False,16927.895230471066,10042.748950297611,2,47923.85423049687,180
0,35995.15007338858,47695.15007338858,False,18543.588909475497,5042.600713692922,2,36895.15007338858,180
0,46511.95060689159,58211.95060689159,False,3462.8040893961233,4686.0964274136,2,47411.95060689159,180
0,41691.742336293595,53391.742336293595,False,3205.406027050663,18242.603309466525,2,42591.742336293595,180
0,51481.38129585514,63181.38129585514,False,14141.175278695962,14886.949215861032,2,52381.38129585514,180
0,39495.949032200646,61200.0,True,7430.5473795143425,13714.480258544874,1,39495.949032200646,180
0,37743.425179137084,49443.425179137084,False,8555.025828563203,4566.7240399453585,2,38643.425179137084,180
0,45357.003007528394,61200.0,True,2688.025544178154,2807.675783066727,1,45357.003007528394,180
0,46332.59711247184,58032.59711247184,False,6096.714409057053,5326.536462320464,2,47232.59711247184,180
0,53849.06391841664,65549.06391841665,False,6148.236703542242,17405.944368264827,2,54749.06391841664,180
0,44867.82776143096,56567.82776143096,False,17490.92962154865,12220.429062685944,2,45767.82776143096,180
0,42059.66836504504,61200.0,True,6056.687878293837,14872.353466361592,1,42059.66836504504,180
0,40571.19785674269,61200.0,True,13641.597372194781,11396.924904202922,1,40571.19785674269,180
0,39598.257405170494,51298.257405170494,False,2566.6544510963918,12818.975673591069,2,40498.257405170494,180
0,42397.1539091927,54097.1539091927,False,17357.140724219895,13118.03273923883,2,43297.1539091927,180
0,40055.2994058324,51755.2994058324,False,7520.472741803242,3648.156267870531,2,40955.2994058324,180
0,39681.41726405711,51381.41726405711,False,5039.008851972017,15205.958228964695,2,40581.41726405711,180
0,40538.3756576169,61200.0,True,16778.788783052893,11346.759762006925,1,40538.3756576169,180
0,38644.147782109474,50344.147782109474,False,15487.611956082306,4132.326072193785,2,39544.147782109474,180
0,51907.411755155255,61200.0,True,3860.466000396341,7036.318493906723,1,51907.411755155255,180
0,45546.46920700658,57246.46920700658,False,4574.98688923477,12842.639286976791,2,46446.46920700658,180
0,32654.98171293955,61200.0,True,4488.676234736636,9101.75034669108,1,32654.98171293955,180
0,43194.167371182935,54894.167371182935,False,4587.057650186526,3216.861794343166,2,44094.167371182935,180
0,45449.47945932216,57149.47945932216,False,14162.27814862949,9586.077668788555,2,46349.47945932216,180
0,36907.1988456837,48607.1988456837,False,14957.27430174474,7282.821986279086,2,37807.1988456837,180
0,45696.03065715261,57396.03065715261,False,13417.568496038957,10942.664674802385,2,46596.03065715261,180
0,43869.40129698241,55569.40129698241,False,15571.747718841043,9815.068587922524,2,44769.40129698241,180
0,33769.24591554337,45469.24591554337,False,4738.437632566768,15307.821400902229,2,34669.24591554337,180
0,51755.940787150575,63455.940787150575,False,14151.825116864737,11432.031241528965,2,52655.940787150575,180
0,55677.23414086688,67377.23414086687,False,5432.93253121148,6220.8760830212195,2,56577.23414086688,180
0,41597.314648318374,61200.0,True,13900.48870496847,13547.193216171101,1,41597.314648318374,180
0,49230.61500445037,60930.61500445037,False,6798.072568677532,16888.24741055177,2,50130.61500445037,180
0,41873.43393394311,53573.43393394311,False,17160.704831814433,14770.991560605025,2,42773.43393394311,180
0,39565.83270627064,61200.0,True,17541.325885619666,6603.8893452192615,1,39565.83270627064,180
0,40535.38860991883,52235.38860991883,False,17062.875107334516,9361.107203457857,2,41435.38860991883,180
